problem,instance,config_id,seed,status,legal,formal_audit_match,area,aspect_ratio,HPWL,first_feasible_time,evaluations,runtime_seconds,evaluations_per_second,layout_path
Q1,n300,Q1-SP,3326,timeout,True,True,356766.0,1.0532646048109966,0,,13080,600.0292620999999,21.798936862216078,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3326/layout.json
Q1,n300,Q1-SP,3327,timeout,True,True,361202.0,1.0849220103986135,0,,12882,600.0306170000003,21.468904477586005,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3327/layout.json
Q1,n300,Q1-SP,3328,timeout,True,True,366210.0,1.07008547008547,0,,12815,600.0045706999999,21.358170630349168,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3328/layout.json
Q1,n300,Q1-SP,3329,timeout,True,True,375285.0,1.0744500846023688,0,,12739,600.0272332000004,21.23070303336357,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3329/layout.json
Q1,n300,Q1-SP,3330,timeout,True,True,359268.0,1.0391156462585034,0,,12762,600.0157964999999,21.269440028817648,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-SP/seed_3330/layout.json
Q1,n300,Q1-BT,3301,success,True,True,309756.0,4.995983935742972,0,,100000,424.2546822000004,235.70747523973915,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3301/layout.json
Q1,n300,Q1-BT,3302,success,True,True,311992.0,5.601694915254237,0,,100000,415.22525959999984,240.83313259008685,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3302/layout.json
Q1,n300,Q1-BT,3303,success,True,True,315480.0,4.526515151515151,0,,100000,442.38016700000026,226.04991692586424,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3303/layout.json
Q1,n300,Q1-BT,3304,success,True,True,310612.0,5.217213114754099,0,,100000,430.59714819999954,232.23563002686907,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3304/layout.json
Q1,n300,Q1-BT,3305,success,True,True,299466.0,4.362595419847328,0,,100000,429.6584248999998,232.74302144377677,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3305/layout.json
Q1,n300,Q1-BT,3306,success,True,True,304460.0,4.503846153846154,0,,100000,432.9747853000008,230.96033162926963,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3306/layout.json
Q1,n300,Q1-BT,3307,success,True,True,314720.0,6.272321428571429,0,,100000,414.04312650000065,241.52073443489428,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3307/layout.json
Q1,n300,Q1-BT,3308,success,True,True,304402.0,5.373949579831932,0,,100000,422.1512386000004,236.88192964122197,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3308/layout.json
Q1,n300,Q1-BT,3309,success,True,True,305515.0,5.089795918367347,0,,100000,421.15928969999914,237.43985338951484,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3309/layout.json
Q1,n300,Q1-BT,3310,success,True,True,307901.0,4.810276679841897,0,,100000,430.02707649999957,232.54349659538263,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3310/layout.json
Q1,n300,Q1-BT,3311,success,True,True,307275.0,5.29045643153527,0,,100000,411.5380389000002,242.9909037504527,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3311/layout.json
Q1,n300,Q1-BT,3312,success,True,True,309034.0,5.276859504132231,0,,100000,414.0777043999997,241.50056604689794,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3312/layout.json
Q1,n300,Q1-BT,3313,success,True,True,317955.0,5.757446808510639,0,,100000,413.48536759999934,241.84652671128805,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3313/layout.json
Q1,n300,Q1-BT,3314,success,True,True,316800.0,6.545454545454546,0,,100000,401.5005385000004,249.06566843869848,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-BT/seed_3314/layout.json
